label	args	appearance	content_size	width	height	bytes	sha256	path
07-conversation-preview	-NomeConversationPreview	light	large	1206	2622	675593	00fc813b79e88919c21c37cc7117fc152fd5ee5af1f8adb99afec28daf08a088	design/migration/accessibility-conversation-normal-light-accepted-20260721/07-conversation-preview.png
